batch_index,seed,products_final,mode,num_enzymes,gox_count,hrp_count,num_substrate,dt,total_time
131,437099,4514.99999999985,MSE,100,50,50,9000,0.0015,50
132,911541,4582.99999999984,MSE,100,50,50,9000,0.0015,50
133,190028,4576.99999999984,MSE,100,50,50,9000,0.0015,50
134,271164,4573.99999999985,MSE,100,50,50,9000,0.0015,50
135,154083,4554.99999999985,MSE,100,50,50,9000,0.0015,50
136,144707,4461.99999999986,MSE,100,50,50,9000,0.0015,50
137,870599,4534.99999999984,MSE,100,50,50,9000,0.0015,50
138,583907,4545.99999999983,MSE,100,50,50,9000,0.0015,50
139,554361,4612.99999999982,MSE,100,50,50,9000,0.0015,50
140,153505,4594.99999999983,MSE,100,50,50,9000,0.0015,50
141,854500,4510.99999999985,MSE,100,50,50,9000,0.0015,50
142,625834,4568.99999999984,MSE,100,50,50,9000,0.0015,50
143,357442,4511.99999999985,MSE,100,50,50,9000,0.0015,50
144,518117,4560.99999999983,MSE,100,50,50,9000,0.0015,50
145,407789,4490.99999999985,MSE,100,50,50,9000,0.0015,50
146,85207,4591.99999999983,MSE,100,50,50,9000,0.0015,50
147,247516,4523.99999999985,MSE,100,50,50,9000,0.0015,50
148,132085,4442.99999999985,MSE,100,50,50,9000,0.0015,50
149,192068,4576.99999999984,MSE,100,50,50,9000,0.0015,50
150,247553,4506.99999999985,MSE,100,50,50,9000,0.0015,50
151,423094,4491.99999999985,MSE,100,50,50,9000,0.0015,50
152,59157,4633.99999999982,MSE,100,50,50,9000,0.0015,50
153,903688,4610.99999999982,MSE,100,50,50,9000,0.0015,50
154,945339,4493.99999999984,MSE,100,50,50,9000,0.0015,50
155,495955,4601.99999999983,MSE,100,50,50,9000,0.0015,50
156,494360,4492.99999999985,MSE,100,50,50,9000,0.0015,50
157,344342,4537.99999999984,MSE,100,50,50,9000,0.0015,50
158,901053,4579.99999999983,MSE,100,50,50,9000,0.0015,50
159,375554,4547.99999999984,MSE,100,50,50,9000,0.0015,50
160,120090,4570.99999999984,MSE,100,50,50,9000,0.0015,50
161,782449,4543.99999999983,MSE,100,50,50,9000,0.0015,50
162,395841,4562.99999999984,MSE,100,50,50,9000,0.0015,50
163,249274,4550.99999999984,MSE,100,50,50,9000,0.0015,50
164,409873,4557.99999999985,MSE,100,50,50,9000,0.0015,50
165,105489,4648.99999999982,MSE,100,50,50,9000,0.0015,50
166,140653,4516.99999999985,MSE,100,50,50,9000,0.0015,50
167,942630,4566.99999999984,MSE,100,50,50,9000,0.0015,50
168,956573,4549.99999999985,MSE,100,50,50,9000,0.0015,50
169,579456,4499.99999999985,MSE,100,50,50,9000,0.0015,50
170,69181,4524.99999999984,MSE,100,50,50,9000,0.0015,50
171,242432,4609.99999999983,MSE,100,50,50,9000,0.0015,50
172,359626,4548.99999999983,MSE,100,50,50,9000,0.0015,50
173,822982,4485.99999999985,MSE,100,50,50,9000,0.0015,50
174,25249,4523.99999999986,MSE,100,50,50,9000,0.0015,50
175,52593,4350.99999999987,MSE,100,50,50,9000,0.0015,50
176,177300,4556.99999999984,MSE,100,50,50,9000,0.0015,50
177,652624,4569.99999999984,MSE,100,50,50,9000,0.0015,50
178,734405,4626.99999999982,MSE,100,50,50,9000,0.0015,50
179,651268,4593.99999999983,MSE,100,50,50,9000,0.0015,50
180,456414,4601.99999999983,MSE,100,50,50,9000,0.0015,50
181,551538,4599.99999999984,MSE,100,50,50,9000,0.0015,50
182,303357,4550.99999999984,MSE,100,50,50,9000,0.0015,50
183,747245,4544.99999999985,MSE,100,50,50,9000,0.0015,50
184,197065,4589.99999999983,MSE,100,50,50,9000,0.0015,50
185,689907,4497.99999999986,MSE,100,50,50,9000,0.0015,50
186,191676,4547.99999999984,MSE,100,50,50,9000,0.0015,50
187,374799,4504.99999999985,MSE,100,50,50,9000,0.0015,50
188,629362,4653.99999999983,MSE,100,50,50,9000,0.0015,50
189,782425,4561.99999999984,MSE,100,50,50,9000,0.0015,50
190,90314,4552.99999999983,MSE,100,50,50,9000,0.0015,50
191,930092,4552.99999999984,MSE,100,50,50,9000,0.0015,50
192,777955,4588.99999999983,MSE,100,50,50,9000,0.0015,50
193,491923,4594.99999999983,MSE,100,50,50,9000,0.0015,50
194,441500,4467.99999999986,MSE,100,50,50,9000,0.0015,50
195,452315,4535.99999999983,MSE,100,50,50,9000,0.0015,50
196,313285,4484.99999999986,MSE,100,50,50,9000,0.0015,50
197,513423,4568.99999999983,MSE,100,50,50,9000,0.0015,50
198,515663,4541.99999999984,MSE,100,50,50,9000,0.0015,50
199,819451,4605.99999999983,MSE,100,50,50,9000,0.0015,50
200,796883,4463.99999999987,MSE,100,50,50,9000,0.0015,50
